short_title,word,n,tf,idf,tf_idf
A Midsummer Night's Dream,snug,6,9.783140388064568e-4,3.6109179126442243,0.0035326116869175517
A Midsummer Night's Dream,chink,5,8.152616990053808e-4,3.6109179126442243,0.0029438430724312934
A Midsummer Night's Dream,wak'st,5,8.152616990053808e-4,3.6109179126442243,0.0029438430724312934
A Midsummer Night's Dream,starveling,6,9.783140388064568e-4,2.917770732084279,0.0028544960692166435
A Midsummer Night's Dream,wall,30,0.004891570194032285,0.5663954749208014,0.0027705632231573526
A Midsummer Night's Dream,fairies,10,0.0016305233980107615,1.6650077635889111,0.0027148341164012903
A Midsummer Night's Dream,lovers,18,0.0029349421164193705,0.8383291904044432,0.002460447648341754
A Midsummer Night's Dream,wood,18,0.0029349421164193705,0.8383291904044432,0.002460447648341754
A Midsummer Night's Dream,moonlight,6,9.783140388064568e-4,2.512305623976115,0.0024578238617082486
A Midsummer Night's Dream,blessèd,4,6.522093592043046e-4,3.6109179126442243,0.0023550744579450347
A Midsummer Night's Dream,lulla,4,6.522093592043046e-4,3.6109179126442243,0.0023550744579450347
A Midsummer Night's Dream,lysander's,4,6.522093592043046e-4,3.6109179126442243,0.0023550744579450347
A Midsummer Night's Dream,juice,6,9.783140388064568e-4,2.224623551524334,0.0021763804515157353
A Midsummer Night's Dream,helen,8,0.0013044187184086092,1.5314763709643886,0.0019976864450864354
A Midsummer Night's Dream,prologue,9,0.0014674710582096853,1.308332819650179,0.0019199405473425094
A Midsummer Night's Dream,derision,4,6.522093592043046e-4,2.917770732084279,0.0019029973794777624
A Midsummer Night's Dream,lantern,5,8.152616990053808e-4,2.224623551524334,0.0018136503762631127
A Midsummer Night's Dream,fairyland,3,4.891570194032284e-4,3.6109179126442243,0.0017663058434587758
A Midsummer Night's Dream,glimmering,3,4.891570194032284e-4,3.6109179126442243,0.0017663058434587758
A Midsummer Night's Dream,monsieur,11,0.0017935757378118376,0.9718605830289658,0.00174310556225642
A Midsummer Night's Dream,peter,8,0.0013044187184086092,1.308332819650179,0.0017066138198600083
A Midsummer Night's Dream,brier,4,6.522093592043046e-4,2.512305623976115,0.0016385492411388324
A Midsummer Night's Dream,herb,5,8.152616990053808e-4,2.0014800002101243,0.0016317299854965957
A Midsummer Night's Dream,rehearse,5,8.152616990053808e-4,2.0014800002101243,0.0016317299854965957
A Midsummer Night's Dream,robin,7,0.0011413663786075331,1.413693335308005,0.0016135420425821027
A Midsummer Night's Dream,lion,29,0.004728517854231208,0.31508104663989545,0.0014898663545666016
A Midsummer Night's Dream,bush,8,0.0013044187184086092,1.1260112628562242,0.0014687901684085755
A Midsummer Night's Dream,elves,4,6.522093592043046e-4,2.224623551524334,0.0014509203010104903
A Midsummer Night's Dream,lullaby,4,6.522093592043046e-4,2.224623551524334,0.0014509203010104903
A Midsummer Night's Dream,joiner,3,4.891570194032284e-4,2.917770732084279,0.0014272480346083217
A Midsummer Night's Dream,ninny's,3,4.891570194032284e-4,2.917770732084279,0.0014272480346083217
A Midsummer Night's Dream,odours,3,4.891570194032284e-4,2.917770732084279,0.0014272480346083217
A Midsummer Night's Dream,translated,3,4.891570194032284e-4,2.917770732084279,0.0014272480346083217
A Midsummer Night's Dream,hounds,5,8.152616990053808e-4,1.6650077635889111,0.0013574170582006451
A Midsummer Night's Dream,bottom,16,0.0026088374368172184,0.5198754592859086,0.001356270560667624
A Midsummer Night's Dream,grove,5,8.152616990053808e-4,1.5314763709643886,0.0012485540281790223
A Midsummer Night's Dream,forester,3,4.891570194032284e-4,2.512305623976115,0.0012289119308541243
A Midsummer Night's Dream,musk,3,4.891570194032284e-4,2.512305623976115,0.0012289119308541243
A Midsummer Night's Dream,sprite,3,4.891570194032284e-4,2.512305623976115,0.0012289119308541243
A Midsummer Night's Dream,actors,4,6.522093592043046e-4,1.8191584434161694,0.00118647216267156
A Midsummer Night's Dream,brake,4,6.522093592043046e-4,1.8191584434161694,0.00118647216267156
A Midsummer Night's Dream,eyne,4,6.522093592043046e-4,1.8191584434161694,0.00118647216267156
A Midsummer Night's Dream,aby,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,bergomask,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,bottom's,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,comprehends,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,cranny,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,ercles,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,hornèd,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,nedar's,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,ninus,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,procrus,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,shafalus,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,thisne,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,tuneable,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,undistinguishable,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,wall's,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,wanderer,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,warbling,2,3.261046796021523e-4,3.6109179126442243,0.0011775372289725174
A Midsummer Night's Dream,moon,29,0.004728517854231208,0.2436220826577505,0.0011519713675321645
A Midsummer Night's Dream,waking,7,0.0011413663786075331,0.9718605830289658,0.0011092489941631764
A Midsummer Night's Dream,roar,8,0.0013044187184086092,0.8383291904044432,0.0010935322881518907
A Midsummer Night's Dream,stol'n,8,0.0013044187184086092,0.8383291904044432,0.0010935322881518907
A Midsummer Night's Dream,changeling,3,4.891570194032284e-4,2.224623551524334,0.0010881902257578676
A Midsummer Night's Dream,melody,3,4.891570194032284e-4,2.224623551524334,0.0010881902257578676
A Midsummer Night's Dream,mortals,3,4.891570194032284e-4,2.224623551524334,0.0010881902257578676
A Midsummer Night's Dream,pat,3,4.891570194032284e-4,2.224623551524334,0.0010881902257578676
A Midsummer Night's Dream,savours,3,4.891570194032284e-4,2.224623551524334,0.0010881902257578676
A Midsummer Night's Dream,tragical,3,4.891570194032284e-4,2.224623551524334,0.0010881902257578676
A Midsummer Night's Dream,sixpence,4,6.522093592043046e-4,1.6650077635889111,0.001085933646560516
A Midsummer Night's Dream,thorn,4,6.522093592043046e-4,1.6650077635889111,0.001085933646560516
A Midsummer Night's Dream,lion's,5,8.152616990053808e-4,1.308332819650179,0.0010666336374125054
A Midsummer Night's Dream,cue,4,6.522093592043046e-4,1.5314763709643886,9.988432225432177e-4
A Midsummer Night's Dream,bower,3,4.891570194032284e-4,2.0014800002101243,9.790379912979574e-4
A Midsummer Night's Dream,comedy,3,4.891570194032284e-4,2.0014800002101243,9.790379912979574e-4
A Midsummer Night's Dream,dotes,3,4.891570194032284e-4,2.0014800002101243,9.790379912979574e-4
A Midsummer Night's Dream,epilogue,3,4.891570194032284e-4,2.0014800002101243,9.790379912979574e-4
A Midsummer Night's Dream,hop,3,4.891570194032284e-4,2.0014800002101243,9.790379912979574e-4
A Midsummer Night's Dream,rivals,3,4.891570194032284e-4,2.0014800002101243,9.790379912979574e-4
A Midsummer Night's Dream,ass's,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,athenian's,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,clowns,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,dowager,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,enamour'd,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,flowery,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,mender,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,pap,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,personage,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,ploughman,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,poet's,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,sparta,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,starlight,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,tinker,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,visions,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,withering,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,woodbine,2,3.261046796021523e-4,2.917770732084279,9.514986897388812e-4
A Midsummer Night's Dream,buds,4,6.522093592043046e-4,1.413693335308005,9.2202402433263e-4
