short_title,bigram,n,tf,idf,tf_idf
Richard III,heavy curse,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,heavy times,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,heinous deeds,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,hell hound,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,henry's death,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,holy day,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,honourable lords,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,horse bears,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,humble suppliant,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,idle weeds,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,ill friends,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,insulting tyranny,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,joyful mother,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,judgement day,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,keeping close,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,kill king,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lady anne,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lady grey,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lengthened hours,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lie tonight,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,live king,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lord adieu,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lord god,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lord protect,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lord protector's,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lord's anointed,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,lordship's pleasure,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,love deserves,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,makes gods,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,master lieutenant,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,men's love,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,men's skulls,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,mighty liege,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,mighty sea,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,moody discontented,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,morrow neighbour,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,mortal body,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,mortal eyes,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,mother's blessing,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,music hark,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,noble buckingham,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,noble gentlemen,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,noble house,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,noble husband,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,noble queen,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,norfolk thomas,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,obedient subject,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,obedient subjects,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,orient pearl,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,other's love,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,outward action,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,patience madam,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,patience noble,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,poor bark,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,poor lord,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,poor margaret,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,poor petitioner,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,poor son,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,princely presence,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,prithee pretty,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,pure heart's,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,queen elizabeth,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,quiet soul,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,richard richard,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,royal battle,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,royal disposition,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,sad remembrance,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,sad time,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,set abroach,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,simple truth,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,sir gilbert,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,son edward,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,spacious world,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,speak suddenly,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,stand affected,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,stand upright,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,stay madam,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,stern murder,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,sugared words,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,sweet discourse,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
