act_scene,sentiment_score,lexicon
I.I,-1,Bing
I.II,69,Bing
II.I,74,Bing
III.I,47,Bing
IV.I,23,Bing
IV.II,25,Bing
IV.III,-1,Bing
I.I,62,AFINN
I.II,137,AFINN
II.I,162,AFINN
III.I,92,AFINN
IV.I,63,AFINN
IV.II,56,AFINN
IV.III,2,AFINN
I.I,77,NRC
I.II,92,NRC
II.I,134,NRC
III.I,82,NRC
IV.I,39,NRC
IV.II,77,NRC
IV.III,0,NRC
