act_scene,sentiment_score,lexicon
I.I,50,Bing
I.II,8,Bing
II.I,-5,Bing
II.II,10,Bing
III.I,31,Bing
III.II,-49,Bing
IV.I,38,Bing
IV.II,10,Bing
V.I,11,Bing
V.NA,-11,Bing
I.I,167,AFINN
I.II,28,AFINN
II.I,36,AFINN
II.II,40,AFINN
III.I,38,AFINN
III.II,-22,AFINN
IV.I,101,AFINN
IV.II,24,AFINN
V.I,44,AFINN
V.NA,-9,AFINN
I.I,87,NRC
I.II,22,NRC
II.I,32,NRC
II.II,37,NRC
III.I,43,NRC
III.II,20,NRC
IV.I,59,NRC
IV.II,12,NRC
V.I,19,NRC
V.NA,72,NRC
