gutenberg_id,short_title,character,genre,year
1514,A Midsummer Night's Dream,TITANIA,Comedy,1595
1514,A Midsummer Night's Dream,WALL,Comedy,1595
1515,Merchant of Venice,ANTONIO,Comedy,1597
1515,Merchant of Venice,ARRAGON,Comedy,1597
1515,Merchant of Venice,BALTHAZAR,Comedy,1597
1515,Merchant of Venice,BASSANIO,Comedy,1597
1515,Merchant of Venice,DUKE,Comedy,1597
1515,Merchant of Venice,DUKE OF VENICE,Comedy,1597
1515,Merchant of Venice,GOBBO,Comedy,1597
1515,Merchant of Venice,GRATIANO,Comedy,1597
1515,Merchant of Venice,JESSICA,Comedy,1597
1515,Merchant of Venice,LAUNCELET,Comedy,1597
1515,Merchant of Venice,LEONARDO,Comedy,1597
1515,Merchant of Venice,LORENZO,Comedy,1597
1515,Merchant of Venice,MESSENGER,Comedy,1597
1515,Merchant of Venice,NERISSA,Comedy,1597
1515,Merchant of Venice,PORTIA,Comedy,1597
1515,Merchant of Venice,PRINCE OF MOROCCO,Comedy,1597
1515,Merchant of Venice,SALARINO,Comedy,1597
1515,Merchant of Venice,SALERIO,Comedy,1597
1515,Merchant of Venice,SERVANT,Comedy,1597
1515,Merchant of Venice,SERVINGMAN,Comedy,1597
1515,Merchant of Venice,SHYLOCK,Comedy,1597
1515,Merchant of Venice,SOLANIO,Comedy,1597
1515,Merchant of Venice,STEPHANO,Comedy,1597
1515,Merchant of Venice,TUBAL,Comedy,1597
1516,"Henry IV, Part 1",ARCHBISHOP,History,1597
1516,"Henry IV, Part 1",BARDOLPH,History,1597
1516,"Henry IV, Part 1",BLUNT,History,1597
1516,"Henry IV, Part 1",CARRIER,History,1597
1516,"Henry IV, Part 1",CHAMBERLAIN,History,1597
1516,"Henry IV, Part 1",DOUGLAS,History,1597
1516,"Henry IV, Part 1",FALSTAFF,History,1597
1516,"Henry IV, Part 1",FIRST CARRIER,History,1597
1516,"Henry IV, Part 1",FIRST TRAVELLER,History,1597
1516,"Henry IV, Part 1",FRANCIS,History,1597
1516,"Henry IV, Part 1",GADSHILL,History,1597
1516,"Henry IV, Part 1",GLENDOWER,History,1597
1516,"Henry IV, Part 1",HOSTESS,History,1597
1516,"Henry IV, Part 1",HOTSPUR,History,1597
1516,"Henry IV, Part 1",KING,History,1597
1516,"Henry IV, Part 1",LADY PERCY,History,1597
1516,"Henry IV, Part 1",LANCASTER,History,1597
1516,"Henry IV, Part 1",MESSENGER,History,1597
1516,"Henry IV, Part 1",MORTIMER,History,1597
1516,"Henry IV, Part 1",NORTHUMBERLAND,History,1597
1516,"Henry IV, Part 1",OSTLER,History,1597
1516,"Henry IV, Part 1",PETO,History,1597
1516,"Henry IV, Part 1",POINS,History,1597
1516,"Henry IV, Part 1",PRINCE,History,1597
1516,"Henry IV, Part 1",SECOND CARRIER,History,1597
1516,"Henry IV, Part 1",SECOND TRAVELLER,History,1597
1516,"Henry IV, Part 1",SERVANT,History,1597
1516,"Henry IV, Part 1",SHERIFF,History,1597
1516,"Henry IV, Part 1",SIR MICHAEL,History,1597
1516,"Henry IV, Part 1",THIEVES,History,1597
1516,"Henry IV, Part 1",VERNON,History,1597
1516,"Henry IV, Part 1",VINTNER,History,1597
1516,"Henry IV, Part 1",WESTMORELAND,History,1597
1516,"Henry IV, Part 1",WORCESTER,History,1597
1517,Merry Wives of Windsor,ANNE,Comedy,1601
1517,Merry Wives of Windsor,BARDOLPH,Comedy,1601
1517,Merry Wives of Windsor,CAIUS,Comedy,1601
1517,Merry Wives of Windsor,EVANS,Comedy,1601
1517,Merry Wives of Windsor,FALSTAFF,Comedy,1601
1517,Merry Wives of Windsor,FENTON,Comedy,1601
1517,Merry Wives of Windsor,FORD,Comedy,1601
1517,Merry Wives of Windsor,HOST,Comedy,1601
1517,Merry Wives of Windsor,JOHN,Comedy,1601
1517,Merry Wives of Windsor,MISTRESS FORD,Comedy,1601
1517,Merry Wives of Windsor,MISTRESS PAGE,Comedy,1601
1517,Merry Wives of Windsor,MISTRESS QUICKLY,Comedy,1601
1517,Merry Wives of Windsor,NYM,Comedy,1601
1517,Merry Wives of Windsor,PAGE,Comedy,1601
1517,Merry Wives of Windsor,PISTOL,Comedy,1601
1517,Merry Wives of Windsor,ROBERT,Comedy,1601
1517,Merry Wives of Windsor,ROBIN,Comedy,1601
1517,Merry Wives of Windsor,RUGBY,Comedy,1601
1517,Merry Wives of Windsor,SHALLOW,Comedy,1601
1517,Merry Wives of Windsor,SIMPLE,Comedy,1601
1517,Merry Wives of Windsor,SLENDER,Comedy,1601
1517,Merry Wives of Windsor,SONG,Comedy,1601
1517,Merry Wives of Windsor,WILLIAM,Comedy,1601
1518,"Henry IV, Part 2",ARCHBISHOP,History,1598
1518,"Henry IV, Part 2",BARDOLPH,History,1598
1518,"Henry IV, Part 2",BULLCALF,History,1598
1518,"Henry IV, Part 2",CHIEF JUSTICE,History,1598
1518,"Henry IV, Part 2",CLARENCE,History,1598
1518,"Henry IV, Part 2",COLEVILE,History,1598
1518,"Henry IV, Part 2",DAVY,History,1598
1518,"Henry IV, Part 2",DOLL,History,1598
1518,"Henry IV, Part 2",EPILOGUE,History,1598
1518,"Henry IV, Part 2",FALSTAFF,History,1598
1518,"Henry IV, Part 2",FANG,History,1598
1518,"Henry IV, Part 2",FEEBLE,History,1598
1518,"Henry IV, Part 2",FIRST BEADLE,History,1598
1518,"Henry IV, Part 2",FIRST DRAWER,History,1598
1518,"Henry IV, Part 2",FIRST GROOM,History,1598
1518,"Henry IV, Part 2",GLOUCESTER,History,1598
1518,"Henry IV, Part 2",GOWER,History,1598
1518,"Henry IV, Part 2",HARCOURT,History,1598
1518,"Henry IV, Part 2",HASTINGS,History,1598
