gutenberg_id,short_title,character,n_tokens,n_scenes,n_acts,genre,year
1514,A Midsummer Night's Dream,WALL,99,1,1,Comedy,1595
1515,Merchant of Venice,ANTONIO,1437,3,5,Comedy,1597
1515,Merchant of Venice,ARRAGON,498,1,1,Comedy,1597
1515,Merchant of Venice,BALTHAZAR,7,1,1,Comedy,1597
1515,Merchant of Venice,BASSANIO,2588,3,5,Comedy,1597
1515,Merchant of Venice,DUKE,367,1,1,Comedy,1597
1515,Merchant of Venice,DUKE OF VENICE,190,1,1,Comedy,1597
1515,Merchant of Venice,GOBBO,293,1,1,Comedy,1597
1515,Merchant of Venice,GRATIANO,1377,4,5,Comedy,1597
1515,Merchant of Venice,JESSICA,662,6,3,Comedy,1597
1515,Merchant of Venice,LAUNCELET,1456,5,3,Comedy,1597
1515,Merchant of Venice,LEONARDO,11,1,1,Comedy,1597
1515,Merchant of Venice,LORENZO,1346,5,4,Comedy,1597
1515,Merchant of Venice,MESSENGER,77,1,1,Comedy,1597
1515,Merchant of Venice,NERISSA,707,4,5,Comedy,1597
1515,Merchant of Venice,PORTIA,4672,5,5,Comedy,1597
1515,Merchant of Venice,PRINCE OF MOROCCO,800,2,1,Comedy,1597
1515,Merchant of Venice,SALARINO,846,5,4,Comedy,1597
1515,Merchant of Venice,SALERIO,148,1,1,Comedy,1597
1515,Merchant of Venice,SERVANT,15,1,1,Comedy,1597
1515,Merchant of Venice,SERVINGMAN,35,1,1,Comedy,1597
1515,Merchant of Venice,SHYLOCK,2892,3,4,Comedy,1597
1515,Merchant of Venice,SOLANIO,429,3,3,Comedy,1597
1515,Merchant of Venice,STEPHANO,54,1,1,Comedy,1597
1515,Merchant of Venice,TUBAL,96,1,1,Comedy,1597
1516,"Henry IV, Part 1",ARCHBISHOP,260,1,1,History,1597
1516,"Henry IV, Part 1",BARDOLPH,179,3,3,History,1597
1516,"Henry IV, Part 1",BLUNT,298,2,4,History,1597
1516,"Henry IV, Part 1",CARRIER,4,1,1,History,1597
1516,"Henry IV, Part 1",CHAMBERLAIN,150,1,1,History,1597
1516,"Henry IV, Part 1",DOUGLAS,350,4,2,History,1597
1516,"Henry IV, Part 1",FALSTAFF,5554,4,5,History,1597
1516,"Henry IV, Part 1",FIRST CARRIER,175,1,1,History,1597
1516,"Henry IV, Part 1",FIRST TRAVELLER,29,1,1,History,1597
1516,"Henry IV, Part 1",FRANCIS,83,1,1,History,1597
1516,"Henry IV, Part 1",GADSHILL,370,3,1,History,1597
1516,"Henry IV, Part 1",GLENDOWER,610,1,1,History,1597
1516,"Henry IV, Part 1",HOSTESS,415,2,2,History,1597
1516,"Henry IV, Part 1",HOTSPUR,4354,4,5,History,1597
1516,"Henry IV, Part 1",KING,2571,5,3,History,1597
1516,"Henry IV, Part 1",LADY PERCY,420,2,2,History,1597
1516,"Henry IV, Part 1",LANCASTER,64,2,1,History,1597
1516,"Henry IV, Part 1",MESSENGER,64,2,2,History,1597
1516,"Henry IV, Part 1",MORTIMER,446,1,1,History,1597
1516,"Henry IV, Part 1",NORTHUMBERLAND,171,1,1,History,1597
1516,"Henry IV, Part 1",OSTLER,3,1,1,History,1597
1516,"Henry IV, Part 1",PETO,92,2,1,History,1597
1516,"Henry IV, Part 1",POINS,566,2,2,History,1597
1516,"Henry IV, Part 1",PRINCE,4414,5,5,History,1597
1516,"Henry IV, Part 1",SECOND CARRIER,141,1,1,History,1597
1516,"Henry IV, Part 1",SECOND TRAVELLER,3,1,1,History,1597
1516,"Henry IV, Part 1",SERVANT,19,1,1,History,1597
1516,"Henry IV, Part 1",SHERIFF,59,1,1,History,1597
1516,"Henry IV, Part 1",SIR MICHAEL,53,1,1,History,1597
1516,"Henry IV, Part 1",THIEVES,1,1,1,History,1597
1516,"Henry IV, Part 1",VERNON,460,3,2,History,1597
1516,"Henry IV, Part 1",VINTNER,33,1,1,History,1597
1516,"Henry IV, Part 1",WESTMORELAND,298,3,3,History,1597
1516,"Henry IV, Part 1",WORCESTER,1432,4,4,History,1597
1517,Merry Wives of Windsor,ANNE,186,3,3,Comedy,1601
1517,Merry Wives of Windsor,BARDOLPH,168,4,4,Comedy,1601
1517,Merry Wives of Windsor,CAIUS,835,5,5,Comedy,1601
1517,Merry Wives of Windsor,EVANS,1799,5,4,Comedy,1601
1517,Merry Wives of Windsor,FALSTAFF,3705,4,5,Comedy,1601
1517,Merry Wives of Windsor,FENTON,752,3,4,Comedy,1601
1517,Merry Wives of Windsor,FORD,2539,5,4,Comedy,1601
1517,Merry Wives of Windsor,HOST,868,5,4,Comedy,1601
1517,Merry Wives of Windsor,JOHN,20,2,2,Comedy,1601
1517,Merry Wives of Windsor,MISTRESS FORD,1335,5,4,Comedy,1601
1517,Merry Wives of Windsor,MISTRESS PAGE,2558,5,4,Comedy,1601
1517,Merry Wives of Windsor,MISTRESS QUICKLY,2161,4,5,Comedy,1601
1517,Merry Wives of Windsor,NYM,245,2,2,Comedy,1601
1517,Merry Wives of Windsor,PAGE,1093,5,5,Comedy,1601
1517,Merry Wives of Windsor,PISTOL,405,4,3,Comedy,1601
1517,Merry Wives of Windsor,ROBERT,13,2,2,Comedy,1601
1517,Merry Wives of Windsor,ROBIN,101,2,2,Comedy,1601
1517,Merry Wives of Windsor,RUGBY,52,2,2,Comedy,1601
1517,Merry Wives of Windsor,SHALLOW,939,4,5,Comedy,1601
1517,Merry Wives of Windsor,SIMPLE,338,4,3,Comedy,1601
1517,Merry Wives of Windsor,SLENDER,1184,5,4,Comedy,1601
1517,Merry Wives of Windsor,SONG,59,1,1,Comedy,1601
1517,Merry Wives of Windsor,WILLIAM,37,1,1,Comedy,1601
1518,"Henry IV, Part 2",ARCHBISHOP,1099,3,2,History,1598
1518,"Henry IV, Part 2",BARDOLPH,313,4,4,History,1598
1518,"Henry IV, Part 2",BULLCALF,110,1,1,History,1598
1518,"Henry IV, Part 2",CHIEF JUSTICE,1140,3,3,History,1598
1518,"Henry IV, Part 2",CLARENCE,161,3,2,History,1598
1518,"Henry IV, Part 2",COLEVILE,64,1,1,History,1598
1518,"Henry IV, Part 2",DAVY,282,2,1,History,1598
1518,"Henry IV, Part 2",DOLL,651,1,2,History,1598
1518,"Henry IV, Part 2",EPILOGUE,317,1,1,History,1598
1518,"Henry IV, Part 2",FALSTAFF,5532,5,5,History,1598
1518,"Henry IV, Part 2",FANG,53,1,1,History,1598
1518,"Henry IV, Part 2",FEEBLE,94,1,1,History,1598
1518,"Henry IV, Part 2",FIRST BEADLE,74,1,1,History,1598
1518,"Henry IV, Part 2",FIRST DRAWER,75,1,1,History,1598
1518,"Henry IV, Part 2",FIRST GROOM,35,1,1,History,1598
1518,"Henry IV, Part 2",GLOUCESTER,112,3,2,History,1598
1518,"Henry IV, Part 2",GOWER,56,1,1,History,1598
1518,"Henry IV, Part 2",HARCOURT,64,1,1,History,1598
1518,"Henry IV, Part 2",HASTINGS,419,3,2,History,1598
1518,"Henry IV, Part 2",HOSTESS,1434,2,2,History,1598
1518,"Henry IV, Part 2",KING,3076,4,3,History,1598
1518,"Henry IV, Part 2",LADY NORTHUMBERLAND,38,1,1,History,1598
1518,"Henry IV, Part 2",LADY PERCY,372,1,1,History,1598
1518,"Henry IV, Part 2",LANCASTER,812,3,2,History,1598
1518,"Henry IV, Part 2",LORD BARDOLPH,654,2,1,History,1598
1518,"Henry IV, Part 2",MESSENGER,33,1,1,History,1598
1518,"Henry IV, Part 2",MORTON,638,1,1,History,1598
1518,"Henry IV, Part 2",MOULDY,94,1,1,History,1598
1518,"Henry IV, Part 2",MOWBRAY,435,3,2,History,1598
1518,"Henry IV, Part 2",NORTHUMBERLAND,823,2,2,History,1598
1518,"Henry IV, Part 2",PAGE,215,3,2,History,1598
1518,"Henry IV, Part 2",PETO,44,1,1,History,1598
1518,"Henry IV, Part 2",PISTOL,555,3,2,History,1598
1518,"Henry IV, Part 2",POINS,476,2,1,History,1598
1518,"Henry IV, Part 2",PORTER,28,1,1,History,1598
1518,"Henry IV, Part 2",PRINCE,1666,3,2,History,1598
1518,"Henry IV, Part 2",PRINCES,7,1,1,History,1598
1518,"Henry IV, Part 2",SECOND DRAWER,95,1,1,History,1598
1518,"Henry IV, Part 2",SECOND GROOM,5,1,1,History,1598
1518,"Henry IV, Part 2",SERVANT,85,1,1,History,1598
1518,"Henry IV, Part 2",SHADOW,6,1,1,History,1598
1518,"Henry IV, Part 2",SHALLOW,1572,4,2,History,1598
1518,"Henry IV, Part 2",SILENCE,251,2,2,History,1598
1518,"Henry IV, Part 2",SNARE,14,1,1,History,1598
1518,"Henry IV, Part 2",TRAVERS,114,1,1,History,1598
1518,"Henry IV, Part 2",WART,4,1,1,History,1598
1518,"Henry IV, Part 2",WARWICK,573,4,3,History,1598
1518,"Henry IV, Part 2",WESTMORELAND,851,4,1,History,1598
1519,Much Ado about Nothing,A LORD,4,1,1,Comedy,1598
1519,Much Ado about Nothing,ANTONIO,429,3,3,Comedy,1598
1519,Much Ado about Nothing,BALTHASAR,103,2,1,Comedy,1598
1519,Much Ado about Nothing,BEATRICE,2376,5,5,Comedy,1598
1519,Much Ado about Nothing,BENEDICK,3883,4,5,Comedy,1598
1519,Much Ado about Nothing,BORACHIO,997,5,5,Comedy,1598
1519,Much Ado about Nothing,BOY,6,1,1,Comedy,1598
1519,Much Ado about Nothing,CLAUDIO,2076,4,5,Comedy,1598
1519,Much Ado about Nothing,CONRADE,248,3,3,Comedy,1598
1519,Much Ado about Nothing,DOGBERRY,1528,4,3,Comedy,1598
1519,Much Ado about Nothing,DON JOHN,905,3,4,Comedy,1598
1519,Much Ado about Nothing,DON PEDRO,2441,4,5,Comedy,1598
1519,Much Ado about Nothing,FIRST WATCH,80,2,2,Comedy,1598
1519,Much Ado about Nothing,FRIAR,594,2,2,Comedy,1598
1519,Much Ado about Nothing,HERO,986,3,5,Comedy,1598
1519,Much Ado about Nothing,LEONATO,2639,5,5,Comedy,1598
1519,Much Ado about Nothing,MARGARET,545,3,3,Comedy,1598
1519,Much Ado about Nothing,MESSENGER,231,3,3,Comedy,1598
1519,Much Ado about Nothing,SECOND WATCH,130,2,2,Comedy,1598
1519,Much Ado about Nothing,SEXTON,105,1,1,Comedy,1598
1519,Much Ado about Nothing,URSULA,363,3,3,Comedy,1598
1519,Much Ado about Nothing,VERGES,184,4,3,Comedy,1598
1519,Much Ado about Nothing,WATCH,37,1,1,Comedy,1598
1521,Henry V,ALICE,163,2,2,History,1599
1521,Henry V,AMBASSADOR,101,1,1,History,1599
1521,Henry V,BARDOLPH,225,3,2,History,1599
1521,Henry V,BATES,167,1,1,History,1599
1521,Henry V,BEDFORD,56,2,2,History,1599
1521,Henry V,BOURBON,141,1,2,History,1599
1521,Henry V,BOY,634,4,3,History,1599
1521,Henry V,BURGUNDY,513,1,1,History,1599
1521,Henry V,CAMBRIDGE,108,1,1,History,1599
1521,Henry V,CANTERBURY,1661,2,1,History,1599
1521,Henry V,CHORUS,1440,4,4,History,1599
1521,Henry V,CONSTABLE,1063,4,3,History,1599
1521,Henry V,COURT,11,1,1,History,1599
1521,Henry V,DAUPHIN,908,4,3,History,1599
1521,Henry V,ELY,183,2,1,History,1599
1521,Henry V,ERPINGHAM,52,1,1,History,1599
1521,Henry V,EXETER,1001,6,4,History,1599
1521,Henry V,FIRST AMBASSADOR,30,1,1,History,1599
1521,Henry V,FLUELLEN,2520,5,3,History,1599
1521,Henry V,FRENCH KING,703,3,3,History,1599
1521,Henry V,FRENCH SOLDIER,103,1,1,History,1599
1521,Henry V,GLOUCESTER,28,4,2,History,1599
1521,Henry V,GOVERNOR,48,1,1,History,1599
1521,Henry V,GOWER,523,5,3,History,1599
1521,Henry V,GREY,86,1,1,History,1599
1521,Henry V,HERALD,8,1,1,History,1599
1521,Henry V,HOSTESS,354,2,1,History,1599
1521,Henry V,JAMY,98,1,1,History,1599
1521,Henry V,KATHARINE,441,2,2,History,1599
1521,Henry V,KING,409,1,1,History,1599
1521,Henry V,KING HENRY,7974,6,5,History,1599
1521,Henry V,LORDS,1,1,1,History,1599
1521,Henry V,MACMORRIS,205,1,1,History,1599
1521,Henry V,MESSENGER,36,3,3,History,1599
1521,Henry V,MONTJOY,401,3,2,History,1599
1521,Henry V,NYM,398,3,2,History,1599
1521,Henry V,ORLEANS,314,3,2,History,1599
1521,Henry V,PISTOL,1124,5,4,History,1599
1521,Henry V,QUEEN ISABEL,188,1,1,History,1599
1521,Henry V,RAMBURES,66,2,2,History,1599
1521,Henry V,SALISBURY,75,1,1,History,1599
1521,Henry V,SCROOP,93,1,1,History,1599
1521,Henry V,WARWICK,7,1,1,History,1599
1521,Henry V,WESTMORLAND,204,2,4,History,1599
1521,Henry V,WILLIAMS,620,3,1,History,1599
1521,Henry V,YORK,14,1,1,History,1599
1522,Julius Caesar,ANTONY,2543,4,5,Tragedy,1599
1522,Julius Caesar,ARTEMIDORUS,145,2,2,Tragedy,1599
1522,Julius Caesar,BRUTUS,5424,5,5,Tragedy,1599
1522,Julius Caesar,CAESAR,1131,2,3,Tragedy,1599
1522,Julius Caesar,CALPHURNIA,203,1,2,Tragedy,1599
1522,Julius Caesar,CARPENTER,4,1,1,Tragedy,1599
1522,Julius Caesar,CASCA,1078,3,3,Tragedy,1599
1522,Julius Caesar,CASSIUS,3730,3,5,Tragedy,1599
1522,Julius Caesar,CATO,54,2,1,Tragedy,1599
1522,Julius Caesar,CICERO,62,1,1,Tragedy,1599
1522,Julius Caesar,CINNA,233,2,3,Tragedy,1599
1522,Julius Caesar,CITIZENS,74,1,1,Tragedy,1599
1522,Julius Caesar,CLAUDIUS,6,1,1,Tragedy,1599
1522,Julius Caesar,CLITUS,71,1,1,Tragedy,1599
1522,Julius Caesar,COBBLER,145,1,1,Tragedy,1599
1522,Julius Caesar,DARDANIUS,15,1,1,Tragedy,1599
1522,Julius Caesar,DECIUS,324,2,2,Tragedy,1599
1522,Julius Caesar,FIRST CITIZEN,128,2,1,Tragedy,1599
1522,Julius Caesar,FIRST SOLDIER,27,2,2,Tragedy,1599
1522,Julius Caesar,FLAVIUS,199,1,1,Tragedy,1599
1522,Julius Caesar,FOURTH CITIZEN,134,2,1,Tragedy,1599
1522,Julius Caesar,GHOST,16,1,1,Tragedy,1599
1522,Julius Caesar,LEPIDUS,22,1,1,Tragedy,1599
1522,Julius Caesar,LIGARIUS,112,1,1,Tragedy,1599
1522,Julius Caesar,LUCILIUS,198,5,2,Tragedy,1599
1522,Julius Caesar,LUCIUS,205,3,2,Tragedy,1599
1522,Julius Caesar,MARULLUS,240,1,1,Tragedy,1599
1522,Julius Caesar,MESSALA,254,3,2,Tragedy,1599
1522,Julius Caesar,MESSENGER,24,1,1,Tragedy,1599
1522,Julius Caesar,METELLUS,121,1,2,Tragedy,1599
1522,Julius Caesar,OCTAVIUS,340,2,2,Tragedy,1599
1522,Julius Caesar,PINDARUS,122,2,2,Tragedy,1599
1522,Julius Caesar,POET,56,1,1,Tragedy,1599
1522,Julius Caesar,POPILIUS,10,1,1,Tragedy,1599
1522,Julius Caesar,PORTIA,727,2,1,Tragedy,1599
1522,Julius Caesar,PUBLIUS,6,2,2,Tragedy,1599
1522,Julius Caesar,SECOND CITIZEN,133,2,1,Tragedy,1599
1522,Julius Caesar,SECOND SOLDIER,8,2,2,Tragedy,1599
1522,Julius Caesar,SERVANT,215,2,2,Tragedy,1599
1522,Julius Caesar,SOOTHSAYER,131,3,3,Tragedy,1599
1522,Julius Caesar,STRATO,59,1,1,Tragedy,1599
1522,Julius Caesar,THIRD CITIZEN,131,2,1,Tragedy,1599
1522,Julius Caesar,THIRD SOLDIER,1,1,1,Tragedy,1599
1522,Julius Caesar,TITINIUS,248,1,2,Tragedy,1599
1522,Julius Caesar,TREBONIUS,61,2,2,Tragedy,1599
1522,Julius Caesar,VARRO,21,1,1,Tragedy,1599
1522,Julius Caesar,VOLUMNIUS,17,1,1,Tragedy,1599
1523,As You Like It,ADAM,515,4,2,Comedy,1599
1523,As You Like It,AMIENS,172,2,1,Comedy,1599
1523,As You Like It,AUDREY,149,2,2,Comedy,1599
1523,As You Like It,CELIA,2117,4,4,Comedy,1599
1523,As You Like It,CHARLES,375,2,1,Comedy,1599
1523,As You Like It,CORIN,549,3,3,Comedy,1599
1523,As You Like It,DENNIS,17,1,1,Comedy,1599
1523,As You Like It,DUKE FREDERICK,529,3,3,Comedy,1599
1523,As You Like It,DUKE SENIOR,814,3,2,Comedy,1599
1523,As You Like It,FIRST LORD,353,3,2,Comedy,1599
1523,As You Like It,FIRST PAGE,39,1,1,Comedy,1599
1523,As You Like It,HYMEN,148,1,1,Comedy,1599
1523,As You Like It,JAQUES,1754,6,4,Comedy,1599
1523,As You Like It,JAQUES DE BOYS,128,1,1,Comedy,1599
1523,As You Like It,LE BEAU,371,1,1,Comedy,1599
1523,As You Like It,MARTEXT,36,1,1,Comedy,1599
1523,As You Like It,OLIVER,1162,3,4,Comedy,1599
1523,As You Like It,ORLANDO,2375,6,5,Comedy,1599
1523,As You Like It,PAGES,185,1,1,Comedy,1599
1523,As You Like It,PHOEBE,699,3,2,Comedy,1599
1523,As You Like It,ROSALIND,5749,6,5,Comedy,1599
1523,As You Like It,SECOND LORD,136,2,2,Comedy,1599
1523,As You Like It,SECOND PAGE,21,1,1,Comedy,1599
1523,As You Like It,SILVIUS,542,4,4,Comedy,1599
1523,As You Like It,SONG,147,2,2,Comedy,1599
1523,As You Like It,TOUCHSTONE,2384,4,4,Comedy,1599
1523,As You Like It,WILLIAM,44,1,1,Comedy,1599
1524,Hamlet,BARNARDO,210,2,1,Tragedy,1600
1524,Hamlet,CAPTAIN,84,1,1,Tragedy,1600
1524,Hamlet,CORNELIUS,10,1,1,Tragedy,1600
1524,Hamlet,DANES,9,1,1,Tragedy,1600
1524,Hamlet,FIRST AMBASSADOR,40,1,1,Tragedy,1600
1524,Hamlet,FIRST CLOWN,735,1,1,Tragedy,1600
1524,Hamlet,FIRST PLAYER,363,1,2,Tragedy,1600
1524,Hamlet,FIRST SAILOR,38,1,1,Tragedy,1600
1524,Hamlet,FORTINBRAS,187,2,2,Tragedy,1600
1524,Hamlet,FRANCISCO,55,1,1,Tragedy,1600
1524,Hamlet,GENTLEMAN,192,1,1,Tragedy,1600
1524,Hamlet,GHOST,687,2,2,Tragedy,1600
1524,Hamlet,GUILDENSTERN,339,3,3,Tragedy,1600
1524,Hamlet,HAMLET,11782,5,5,Tragedy,1600
1524,Hamlet,HORATIO,2032,5,4,Tragedy,1600
1524,Hamlet,KING,4087,5,5,Tragedy,1600
1524,Hamlet,LAERTES,1449,5,3,Tragedy,1600
1524,Hamlet,LORD,67,1,1,Tragedy,1600
1524,Hamlet,LORDS,2,1,1,Tragedy,1600
1524,Hamlet,LUCIANUS,40,1,1,Tragedy,1600
1524,Hamlet,MARCELLUS,437,4,1,Tragedy,1600
1524,Hamlet,MESSENGER,36,1,1,Tragedy,1600
1524,Hamlet,OPHELIA,1179,4,4,Tragedy,1600
1524,Hamlet,OSRIC,360,1,1,Tragedy,1600
1524,Hamlet,PLAYER KING,337,1,1,Tragedy,1600
1524,Hamlet,PLAYER QUEEN,238,1,1,Tragedy,1600
1524,Hamlet,POLONIUS,2647,4,3,Tragedy,1600
1524,Hamlet,PRIEST,91,1,1,Tragedy,1600
1524,Hamlet,PROLOGUE,16,1,1,Tragedy,1600
1524,Hamlet,QUEEN,1059,5,5,Tragedy,1600
1524,Hamlet,REYNALDO,65,1,1,Tragedy,1600
1524,Hamlet,ROSENCRANTZ,712,4,3,Tragedy,1600
1524,Hamlet,SECOND CLOWN,98,1,1,Tragedy,1600
1524,Hamlet,SERVANT,9,1,1,Tragedy,1600
1524,Hamlet,VOLTEMAND,158,1,2,Tragedy,1600
1526,Twelfth Night,AGUECHEEK,8,1,1,Comedy,1601
1526,Twelfth Night,ANTONIO,802,3,3,Comedy,1601
1526,Twelfth Night,CAPTAIN,239,1,1,Comedy,1601
1526,Twelfth Night,CLOWN,2141,5,5,Comedy,1601
1526,Twelfth Night,CURIO,41,2,2,Comedy,1601
1526,Twelfth Night,DUKE,1878,2,3,Comedy,1601
1526,Twelfth Night,FABIAN,863,4,3,Comedy,1601
1526,Twelfth Night,FIRST OFFICER,101,2,2,Comedy,1601
1526,Twelfth Night,MALVOLIO,2227,5,5,Comedy,1601
1526,Twelfth Night,MARIA,1214,4,4,Comedy,1601
1526,Twelfth Night,OLIVIA,2301,4,4,Comedy,1601
1526,Twelfth Night,PRIEST,57,1,1,Comedy,1601
1526,Twelfth Night,SEBASTIAN,1005,2,4,Comedy,1601
1526,Twelfth Night,SECOND OFFICER,19,1,1,Comedy,1601
1526,Twelfth Night,SERVANT,21,1,1,Comedy,1601
1526,Twelfth Night,SIR ANDREW,1194,5,5,Comedy,1601
1526,Twelfth Night,SIR TOBY,2715,5,5,Comedy,1601
1526,Twelfth Night,VALENTINE,103,2,1,Comedy,1601
1526,Twelfth Night,VIOLA,2576,4,4,Comedy,1601
1528,Troilus and Cressida,ACHILLES,1307,6,4,Tragedy,1602
1528,Troilus and Cressida,AENEAS,1052,6,3,Tragedy,1602
1528,Troilus and Cressida,AGAMEMNON,1418,4,5,Tragedy,1602
1528,Troilus and Cressida,AJAX,539,5,4,Tragedy,1602
1528,Troilus and Cressida,ALEXANDER,259,1,1,Tragedy,1602
1528,Troilus and Cressida,ANDARUS,3,1,1,Tragedy,1602
1528,Troilus and Cressida,ANDROMACHE,113,1,1,Tragedy,1602
1528,Troilus and Cressida,BOY,26,1,2,Tragedy,1602
1528,Troilus and Cressida,CALCHAS,229,2,2,Tragedy,1602
1528,Troilus and Cressida,CASSANDRA,262,2,2,Tragedy,1602
1528,Troilus and Cressida,CRESSIDA,2125,3,4,Tragedy,1602
1528,Troilus and Cressida,DEIPHOBUS,10,2,1,Tragedy,1602
1528,Troilus and Cressida,DIOMEDES,697,7,4,Tragedy,1602
1528,Troilus and Cressida,HECTOR,1539,7,3,Tragedy,1602
1528,Troilus and Cressida,HELEN,188,1,1,Tragedy,1602
1528,Troilus and Cressida,HELENUS,37,1,1,Tragedy,1602
1528,Troilus and Cressida,MARGARELON,14,1,1,Tragedy,1602
1528,Troilus and Cressida,MENELAUS,78,3,4,Tragedy,1602
1528,Troilus and Cressida,MYRMIDON,8,1,1,Tragedy,1602
1528,Troilus and Cressida,NESTOR,1141,3,5,Tragedy,1602
1528,Troilus and Cressida,PANDARUS,3152,5,4,Tragedy,1602
1528,Troilus and Cressida,PARIS,719,4,3,Tragedy,1602
1528,Troilus and Cressida,PATROCLUS,409,3,4,Tragedy,1602
1528,Troilus and Cressida,PRIAM,138,2,2,Tragedy,1602
1528,Troilus and Cressida,SERVANT,120,2,2,Tragedy,1602
1528,Troilus and Cressida,SOLDIERS,6,1,1,Tragedy,1602
1528,Troilus and Cressida,THERSITES,2261,5,3,Tragedy,1602
1528,Troilus and Cressida,TROILUS,4030,7,5,Tragedy,1602
1528,Troilus and Cressida,ULYSSES,3536,4,5,Tragedy,1602
1529,All's Well That Ends Well,BERTRAM,2078,5,5,Comedy,1603
1529,All's Well That Ends Well,CLOWN,1671,4,5,Comedy,1603
1529,All's Well That Ends Well,COUNTESS,2137,5,5,Comedy,1603
1529,All's Well That Ends Well,DIANA,1016,4,3,Comedy,1603
1529,All's Well That Ends Well,DUKE,124,2,1,Comedy,1603
1529,All's Well That Ends Well,FIRST GENTLEMAN,73,1,1,Comedy,1603
1529,All's Well That Ends Well,FIRST LORD,1213,4,4,Comedy,1603
1529,All's Well That Ends Well,FIRST SOLDIER,612,2,1,Comedy,1603
1529,All's Well That Ends Well,FOURTH LORD,6,1,1,Comedy,1603
1529,All's Well That Ends Well,GENTLEMAN,129,2,1,Comedy,1603
1529,All's Well That Ends Well,HELENA,3602,6,5,Comedy,1603
1529,All's Well That Ends Well,KING,2889,3,3,Comedy,1603
1529,All's Well That Ends Well,LAFEW,2233,4,4,Comedy,1603
1529,All's Well That Ends Well,MARIANA,173,1,1,Comedy,1603
1529,All's Well That Ends Well,MESSENGER,34,1,1,Comedy,1603
1529,All's Well That Ends Well,PAGE,7,1,1,Comedy,1603
1529,All's Well That Ends Well,PAROLLES,3001,6,5,Comedy,1603
1529,All's Well That Ends Well,SECOND GENTLEMAN,66,1,1,Comedy,1603
1529,All's Well That Ends Well,SECOND LORD,782,4,4,Comedy,1603
1529,All's Well That Ends Well,SECOND SOLDIER,7,1,1,Comedy,1603
1529,All's Well That Ends Well,STEWARD,347,2,2,Comedy,1603
1529,All's Well That Ends Well,WIDOW,432,5,3,Comedy,1603
1530,Measure for Measure,ABHORSON,141,2,1,Comedy,1604
1530,Measure for Measure,ANGELO,2378,3,4,Comedy,1604
1530,Measure for Measure,BARNARDINE,113,1,1,Comedy,1604
1530,Measure for Measure,BAWD,227,1,2,Comedy,1604
1530,Measure for Measure,CLAUDIO,799,2,3,Comedy,1604
1530,Measure for Measure,DUKE,6565,4,5,Comedy,1604
1530,Measure for Measure,ELBOW,600,2,2,Comedy,1604
1530,Measure for Measure,ESCALUS,1422,3,5,Comedy,1604
1530,Measure for Measure,FIRST GENTLEMAN,175,1,1,Comedy,1604
1530,Measure for Measure,FRANCISCA,76,1,1,Comedy,1604
1530,Measure for Measure,FRIAR PETER,273,3,2,Comedy,1604
1530,Measure for Measure,FRIAR THOMAS,36,1,1,Comedy,1604
1530,Measure for Measure,FROTH,58,1,1,Comedy,1604
1530,Measure for Measure,ISABELLA,3020,5,5,Comedy,1604
1530,Measure for Measure,JULIET,63,1,1,Comedy,1604
1530,Measure for Measure,JUSTICE,10,1,1,Comedy,1604
1530,Measure for Measure,LUCIO,2329,4,5,Comedy,1604
1530,Measure for Measure,MARIANA,476,2,2,Comedy,1604
1530,Measure for Measure,MESSENGER,41,1,1,Comedy,1604
1530,Measure for Measure,POMPEY,1302,3,4,Comedy,1604
1530,Measure for Measure,PROVOST,1136,3,5,Comedy,1604
1530,Measure for Measure,SECOND GENTLEMAN,54,1,1,Comedy,1604
1530,Measure for Measure,SERVANT,34,2,1,Comedy,1604
1530,Measure for Measure,SONG,41,1,1,Comedy,1604
1531,Othello,BIANCA,267,2,3,Tragedy,1604
1531,Othello,BRABANTIO,1044,3,1,Tragedy,1604
1531,Othello,CASSIO,1965,4,5,Tragedy,1604
1531,Othello,CLOWN,226,2,1,Tragedy,1604
1531,Othello,DESDEMONA,2757,4,5,Tragedy,1604
1531,Othello,DUKE,486,1,1,Tragedy,1604
1531,Othello,EMILIA,1816,4,4,Tragedy,1604
1531,Othello,FIRST GENTLEMAN,20,1,1,Tragedy,1604
1531,Othello,FIRST MUSICIAN,23,1,1,Tragedy,1604
1531,Othello,FIRST SENATOR,180,1,1,Tragedy,1604
1531,Othello,GENTLEMEN,5,1,1,Tragedy,1604
1531,Othello,GRATIANO,162,2,1,Tragedy,1604
1531,Othello,HERALD,101,1,1,Tragedy,1604
1531,Othello,IAGO,8459,4,5,Tragedy,1604
1531,Othello,LODOVICO,530,3,2,Tragedy,1604
1531,Othello,MESSENGER,82,2,2,Tragedy,1604
1531,Othello,MONTANO,416,3,2,Tragedy,1604
1531,Othello,OFFICER,28,2,1,Tragedy,1604
1531,Othello,OTHELLO,6258,4,5,Tragedy,1604
1531,Othello,RODERIGO,862,3,4,Tragedy,1604
1531,Othello,SAILOR,25,1,1,Tragedy,1604
1531,Othello,SECOND GENTLEMAN,90,1,1,Tragedy,1604
1531,Othello,SECOND SENATOR,38,1,1,Tragedy,1604
1531,Othello,SENATORS,1,1,1,Tragedy,1604
1531,Othello,THIRD GENTLEMAN,113,1,1,Tragedy,1604
1532,King Lear,ALBANY,1042,4,3,Tragedy,1606
1532,King Lear,BURGUNDY,68,1,1,Tragedy,1606
