gutenberg_id,short_title,character,n_tokens,n_scenes,n_acts,genre,year
1532,King Lear,CAPTAIN,28,1,1,Tragedy,1606
1532,King Lear,CORDELIA,841,4,3,Tragedy,1606
1532,King Lear,CORNWALL,749,5,3,Tragedy,1606
1532,King Lear,CURAN,79,1,1,Tragedy,1606
1532,King Lear,EDGAR,2929,5,5,Tragedy,1606
1532,King Lear,EDMUND,2371,4,5,Tragedy,1606
1532,King Lear,FIRST SERVANT,76,1,1,Tragedy,1606
1532,King Lear,FOOL,1731,4,3,Tragedy,1606
1532,King Lear,FRANCE,241,1,1,Tragedy,1606
1532,King Lear,GENTLEMAN,568,6,5,Tragedy,1606
1532,King Lear,GLOUCESTER,2536,6,5,Tragedy,1606
1532,King Lear,GONERIL,1483,5,5,Tragedy,1606
1532,King Lear,HERALD,72,1,1,Tragedy,1606
1532,King Lear,KENT,2632,7,5,Tragedy,1606
1532,King Lear,KNIGHT,105,1,1,Tragedy,1606
1532,King Lear,LEAR,5650,7,5,Tragedy,1606
1532,King Lear,MESSENGER,125,2,1,Tragedy,1606
1532,King Lear,OFFICER,13,1,1,Tragedy,1606
1532,King Lear,OLD MAN,57,1,1,Tragedy,1606
1532,King Lear,OSWALD,504,6,4,Tragedy,1606
1532,King Lear,PHYSICIAN,137,2,1,Tragedy,1606
1532,King Lear,REGAN,1369,6,5,Tragedy,1606
1532,King Lear,SECOND SERVANT,35,1,1,Tragedy,1606
1532,King Lear,THIRD SERVANT,39,1,1,Tragedy,1606
1533,Macbeth,ANGUS,138,2,2,Tragedy,1606
1533,Macbeth,APPARITION,69,1,1,Tragedy,1606
1533,Macbeth,BANQUO,788,4,3,Tragedy,1606
1533,Macbeth,CAITHNESS,73,1,1,Tragedy,1606
1533,Macbeth,DOCTOR,326,2,2,Tragedy,1606
1533,Macbeth,DONALBAIN,56,1,1,Tragedy,1606
1533,Macbeth,DUNCAN,472,3,1,Tragedy,1606
1533,Macbeth,FIRST MURDERER,123,3,2,Tragedy,1606
1533,Macbeth,FIRST WITCH,354,3,3,Tragedy,1606
1533,Macbeth,FLEANCE,15,1,1,Tragedy,1606
1533,Macbeth,GENTLEWOMAN,180,1,1,Tragedy,1606
1533,Macbeth,HECATE,263,2,2,Tragedy,1606
1533,Macbeth,LADY MACBETH,1920,7,4,Tragedy,1606
1533,Macbeth,LADY MACDUFF,292,1,1,Tragedy,1606
1533,Macbeth,LENNOX,504,5,5,Tragedy,1606
1533,Macbeth,LORD,158,1,1,Tragedy,1606
1533,Macbeth,LORDS,13,1,1,Tragedy,1606
1533,Macbeth,MACBETH,5345,7,5,Tragedy,1606
1533,Macbeth,MACDUFF,1159,5,3,Tragedy,1606
1533,Macbeth,MALCOLM,1511,6,4,Tragedy,1606
1533,Macbeth,MENTEITH,71,2,1,Tragedy,1606
1533,Macbeth,MESSENGER,175,2,3,Tragedy,1606
1533,Macbeth,MURDERER,43,1,1,Tragedy,1606
1533,Macbeth,OLD MAN,81,1,1,Tragedy,1606
1533,Macbeth,PORTER,302,1,1,Tragedy,1606
1533,Macbeth,ROSS,906,4,5,Tragedy,1606
1533,Macbeth,SECOND MURDERER,86,2,1,Tragedy,1606
1533,Macbeth,SECOND WITCH,128,2,2,Tragedy,1606
1533,Macbeth,SERVANT,29,3,2,Tragedy,1606
1533,Macbeth,SEYTON,31,2,1,Tragedy,1606
1533,Macbeth,SIWARD,198,4,1,Tragedy,1606
1533,Macbeth,SOLDIER,236,1,1,Tragedy,1606
1533,Macbeth,SOLDIERS,4,1,1,Tragedy,1606
1533,Macbeth,SON,144,1,1,Tragedy,1606
1533,Macbeth,THIRD MURDERER,42,1,1,Tragedy,1606
1533,Macbeth,THIRD WITCH,132,2,2,Tragedy,1606
1533,Macbeth,YOUNG SIWARD,43,1,1,Tragedy,1606
1534,Antony and Cleopatra,AGRIPPA,366,5,4,Tragedy,1607
1534,Antony and Cleopatra,ALEXAS,204,3,2,Tragedy,1607
1534,Antony and Cleopatra,AMBASSADOR,108,2,1,Tragedy,1607
1534,Antony and Cleopatra,ANTONY,5971,15,4,Tragedy,1607
1534,Antony and Cleopatra,CAESAR,2875,9,5,Tragedy,1607
1534,Antony and Cleopatra,CANIDIUS,165,2,1,Tragedy,1607
1534,Antony and Cleopatra,CAPTAIN,7,1,1,Tragedy,1607
1534,Antony and Cleopatra,CHARMIAN,624,7,5,Tragedy,1607
1534,Antony and Cleopatra,CLEOPATRA,4711,11,5,Tragedy,1607
1534,Antony and Cleopatra,CLOWN,252,1,1,Tragedy,1607
1534,Antony and Cleopatra,DEMETRIUS,35,1,1,Tragedy,1607
1534,Antony and Cleopatra,DERCETUS,155,2,2,Tragedy,1607
1534,Antony and Cleopatra,DIOMEDES,125,2,1,Tragedy,1607
1534,Antony and Cleopatra,DOLABELLA,297,3,2,Tragedy,1607
1534,Antony and Cleopatra,EGYPTIAN,37,1,1,Tragedy,1607
1534,Antony and Cleopatra,ENOBARBUS,2457,7,4,Tragedy,1607
1534,Antony and Cleopatra,EROS,280,5,2,Tragedy,1607
1534,Antony and Cleopatra,FIRST GUARD,113,2,2,Tragedy,1607
1534,Antony and Cleopatra,FIRST SERVANT,83,1,1,Tragedy,1607
1534,Antony and Cleopatra,FIRST SOLDIER,66,1,1,Tragedy,1607
1534,Antony and Cleopatra,FIRST WATCH,24,1,1,Tragedy,1607
1534,Antony and Cleopatra,FOURTH SOLDIER,6,1,1,Tragedy,1607
1534,Antony and Cleopatra,GUARDSMAN,21,1,1,Tragedy,1607
1534,Antony and Cleopatra,IRAS,156,3,4,Tragedy,1607
1534,Antony and Cleopatra,LEPIDUS,396,4,3,Tragedy,1607
1534,Antony and Cleopatra,MAECENAS,221,4,4,Tragedy,1607
1534,Antony and Cleopatra,MARDIAN,118,2,3,Tragedy,1607
1534,Antony and Cleopatra,MENAS,421,3,1,Tragedy,1607
1534,Antony and Cleopatra,MENECRATES,38,1,1,Tragedy,1607
1534,Antony and Cleopatra,MESSENGER,384,7,4,Tragedy,1607
1534,Antony and Cleopatra,OCTAVIA,237,4,2,Tragedy,1607
1534,Antony and Cleopatra,OFFICER,17,1,1,Tragedy,1607
1534,Antony and Cleopatra,PHILO,138,1,1,Tragedy,1607
1534,Antony and Cleopatra,POMPEY,924,3,1,Tragedy,1607
1534,Antony and Cleopatra,PROCULEIUS,216,2,1,Tragedy,1607
1534,Antony and Cleopatra,SCARUS,272,3,2,Tragedy,1607
1534,Antony and Cleopatra,SECOND GUARD,15,2,2,Tragedy,1607
1534,Antony and Cleopatra,SECOND MESSENGER,75,2,1,Tragedy,1607
1534,Antony and Cleopatra,SECOND SERVANT,59,1,1,Tragedy,1607
1534,Antony and Cleopatra,SECOND SOLDIER,64,1,1,Tragedy,1607
1534,Antony and Cleopatra,SECOND WATCH,26,1,1,Tragedy,1607
1534,Antony and Cleopatra,SELEUCUS,26,1,1,Tragedy,1607
1534,Antony and Cleopatra,SENTRY,91,1,1,Tragedy,1607
1534,Antony and Cleopatra,SERVANT,11,1,1,Tragedy,1607
1534,Antony and Cleopatra,SILIUS,67,1,1,Tragedy,1607
1534,Antony and Cleopatra,SOLDIER,212,3,2,Tragedy,1607
1534,Antony and Cleopatra,SOOTHSAYER,209,2,2,Tragedy,1607
1534,Antony and Cleopatra,TAURUS,2,1,1,Tragedy,1607
1534,Antony and Cleopatra,THE SONG,39,1,1,Tragedy,1607
1534,Antony and Cleopatra,THIDIAS,182,2,1,Tragedy,1607
1534,Antony and Cleopatra,THIRD GUARD,2,1,1,Tragedy,1607
1534,Antony and Cleopatra,THIRD MESSENGER,22,1,1,Tragedy,1607
1534,Antony and Cleopatra,THIRD SOLDIER,17,1,1,Tragedy,1607
1534,Antony and Cleopatra,VARRIUS,27,1,1,Tragedy,1607
1534,Antony and Cleopatra,VENTIDIUS,222,1,1,Tragedy,1607
1535,Coriolanus,AEDILE,77,2,2,Tragedy,1608
1535,Coriolanus,AEDILES,2,1,1,Tragedy,1608
1535,Coriolanus,AUFIDIUS,2039,7,3,Tragedy,1608
1535,Coriolanus,BRUTUS,1573,4,5,Tragedy,1608
1535,Coriolanus,CITIZEN,20,1,1,Tragedy,1608
1535,Coriolanus,CITIZENS,5,1,1,Tragedy,1608
1535,Coriolanus,COMINIUS,1944,5,5,Tragedy,1608
1535,Coriolanus,CORIOLANUS,4827,7,5,Tragedy,1608
1535,Coriolanus,FIFTH CITIZEN,14,1,1,Tragedy,1608
1535,Coriolanus,FIRST,7,1,1,Tragedy,1608
1535,Coriolanus,FIRST CITIZEN,658,3,4,Tragedy,1608
1535,Coriolanus,FIRST CONSPIRATOR,56,1,1,Tragedy,1608
1535,Coriolanus,FIRST LORD,90,1,1,Tragedy,1608
1535,Coriolanus,FIRST OFFICER,143,1,1,Tragedy,1608
1535,Coriolanus,FIRST PATRICIAN,4,1,1,Tragedy,1608
1535,Coriolanus,FIRST ROMAN,6,1,1,Tragedy,1608
1535,Coriolanus,FIRST SENATOR,310,4,3,Tragedy,1608
1535,Coriolanus,FIRST SERVINGMAN,236,1,1,Tragedy,1608
1535,Coriolanus,FIRST SOLDIER,39,1,1,Tragedy,1608
1535,Coriolanus,FIRST WATCH,246,1,1,Tragedy,1608
1535,Coriolanus,FOURTH CITIZEN,45,1,1,Tragedy,1608
1535,Coriolanus,GENTLEWOMAN,9,1,1,Tragedy,1608
1535,Coriolanus,HERALD,38,1,1,Tragedy,1608
1535,Coriolanus,LARTIUS,353,5,2,Tragedy,1608
1535,Coriolanus,LIEUTENANT,86,1,2,Tragedy,1608
1535,Coriolanus,LORDS,4,1,1,Tragedy,1608
1535,Coriolanus,MARTIUS,1627,6,1,Tragedy,1608
1535,Coriolanus,MENENIUS,4284,5,5,Tragedy,1608
1535,Coriolanus,MESSENGER,274,3,4,Tragedy,1608
1535,Coriolanus,OFFICER,3,1,1,Tragedy,1608
1535,Coriolanus,PATRICIAN,11,1,1,Tragedy,1608
1535,Coriolanus,ROMAN,235,1,1,Tragedy,1608
1535,Coriolanus,SECOND CITIZEN,171,3,3,Tragedy,1608
1535,Coriolanus,SECOND CONSPIRATOR,38,1,1,Tragedy,1608
1535,Coriolanus,SECOND LORD,61,1,1,Tragedy,1608
1535,Coriolanus,SECOND MESSENGER,132,2,2,Tragedy,1608
1535,Coriolanus,SECOND OFFICER,185,1,1,Tragedy,1608
1535,Coriolanus,SECOND ROMAN,3,1,1,Tragedy,1608
1535,Coriolanus,SECOND SENATOR,54,2,2,Tragedy,1608
1535,Coriolanus,SECOND SERVINGMAN,263,1,1,Tragedy,1608
1535,Coriolanus,SECOND SOLDIER,2,1,1,Tragedy,1608
1535,Coriolanus,SECOND WATCH,89,1,1,Tragedy,1608
1535,Coriolanus,SENATOR,41,1,1,Tragedy,1608
1535,Coriolanus,SENATORS,7,1,1,Tragedy,1608
1535,Coriolanus,SEVENTH CITIZEN,18,1,1,Tragedy,1608
1535,Coriolanus,SICINIUS,1873,5,5,Tragedy,1608
1535,Coriolanus,SIXTH CITIZEN,12,1,1,Tragedy,1608
1535,Coriolanus,SOLDIER,17,1,1,Tragedy,1608
1535,Coriolanus,THIRD CITIZEN,481,2,2,Tragedy,1608
1535,Coriolanus,THIRD CONSPIRATOR,80,1,1,Tragedy,1608
1535,Coriolanus,THIRD LORD,12,1,1,Tragedy,1608
1535,Coriolanus,THIRD ROMAN,8,1,1,Tragedy,1608
1535,Coriolanus,THIRD SERVINGMAN,393,1,1,Tragedy,1608
1535,Coriolanus,TITUS LARTIUS,31,1,1,Tragedy,1608
1535,Coriolanus,TRIBUNES,5,1,1,Tragedy,1608
1535,Coriolanus,VALERIA,350,2,2,Tragedy,1608
1535,Coriolanus,VIRGILIA,235,3,4,Tragedy,1608
1535,Coriolanus,VOLSCE,160,1,1,Tragedy,1608
1535,Coriolanus,VOLUMNIA,2426,3,5,Tragedy,1608
1535,Coriolanus,YOUNG MARTIUS,17,1,1,Tragedy,1608
1536,Timon of Athens,ALCIBIADES,1183,4,4,Tragedy,1604
1536,Timon of Athens,APEMANTUS,1768,3,3,Tragedy,1604
1536,Timon of Athens,BANDITTI,17,1,1,Tragedy,1604
1536,Timon of Athens,CAPHIS,126,2,1,Tragedy,1604
1536,Timon of Athens,CUPID,47,1,1,Tragedy,1604
1536,Timon of Athens,FIRST,2,1,1,Tragedy,1604
1536,Timon of Athens,FIRST BANDIT,90,1,1,Tragedy,1604
1536,Timon of Athens,FIRST FRIEND,172,1,1,Tragedy,1604
1536,Timon of Athens,FIRST LADY,9,1,1,Tragedy,1604
1536,Timon of Athens,FIRST LORD,136,2,1,Tragedy,1604
1536,Timon of Athens,FIRST SENATOR,604,3,2,Tragedy,1604
1536,Timon of Athens,FIRST SERVANT,41,1,1,Tragedy,1604
1536,Timon of Athens,FIRST STRANGER,230,1,1,Tragedy,1604
1536,Timon of Athens,FIRST VARRO'S SERVANT,44,1,1,Tragedy,1604
1536,Timon of Athens,FLAMINIUS,215,3,2,Tragedy,1604
1536,Timon of Athens,FLAVIUS,1528,3,5,Tragedy,1604
1536,Timon of Athens,FOOL,180,1,1,Tragedy,1604
1536,Timon of Athens,FOURTH FRIEND,18,1,1,Tragedy,1604
1536,Timon of Athens,HORTENSIUS,70,1,1,Tragedy,1604
1536,Timon of Athens,ISIDORE'S SERVANT,42,1,1,Tragedy,1604
1536,Timon of Athens,JEWELLER,77,1,1,Tragedy,1604
1536,Timon of Athens,LUCILIUS,35,1,1,Tragedy,1604
1536,Timon of Athens,LUCIUS,535,2,1,Tragedy,1604
1536,Timon of Athens,LUCULLUS,271,1,1,Tragedy,1604
1536,Timon of Athens,MERCHANT,62,1,1,Tragedy,1604
1536,Timon of Athens,MESSENGER,122,2,2,Tragedy,1604
1536,Timon of Athens,OLD ATHENIAN,207,1,1,Tragedy,1604
1536,Timon of Athens,PAGE,51,1,1,Tragedy,1604
1536,Timon of Athens,PAINTER,466,1,2,Tragedy,1604
1536,Timon of Athens,PHILOTUS,33,1,1,Tragedy,1604
1536,Timon of Athens,PHRYNIA,32,1,1,Tragedy,1604
1536,Timon of Athens,POET,720,1,2,Tragedy,1604
1536,Timon of Athens,SECOND BANDIT,33,1,1,Tragedy,1604
1536,Timon of Athens,SECOND FRIEND,165,1,1,Tragedy,1604
1536,Timon of Athens,SECOND FRIENDS,2,1,1,Tragedy,1604
1536,Timon of Athens,SECOND LORD,107,2,1,Tragedy,1604
1536,Timon of Athens,SECOND SENATOR,425,3,2,Tragedy,1604
1536,Timon of Athens,SECOND SERVANT,81,1,2,Tragedy,1604
1536,Timon of Athens,SECOND STRANGER,47,1,1,Tragedy,1604
1536,Timon of Athens,SECOND VARRO'S SERVANT,36,1,1,Tragedy,1604
1536,Timon of Athens,SEMPRONIUS,209,1,1,Tragedy,1604
1536,Timon of Athens,SENATOR,280,1,1,Tragedy,1604
1536,Timon of Athens,SERVANT,219,3,2,Tragedy,1604
1536,Timon of Athens,SERVANTS,4,1,1,Tragedy,1604
1536,Timon of Athens,SERVILIUS,126,2,1,Tragedy,1604
1536,Timon of Athens,SOLDIER,118,2,1,Tragedy,1604
1536,Timon of Athens,SOME OTHER,3,1,1,Tragedy,1604
1536,Timon of Athens,SOME SPEAK,5,1,1,Tragedy,1604
1536,Timon of Athens,THIRD BANDIT,42,1,1,Tragedy,1604
1536,Timon of Athens,THIRD FRIEND,57,1,1,Tragedy,1604
1536,Timon of Athens,THIRD LORD,26,1,1,Tragedy,1604
1536,Timon of Athens,THIRD SENATOR,5,2,2,Tragedy,1604
1536,Timon of Athens,THIRD SERVANT,73,1,2,Tragedy,1604
1536,Timon of Athens,THIRD STRANGER,4,1,1,Tragedy,1604
1536,Timon of Athens,TIMANDRA,43,1,1,Tragedy,1604
1536,Timon of Athens,TIMON,6377,5,5,Tragedy,1604
1536,Timon of Athens,TITUS,89,1,1,Tragedy,1604
1536,Timon of Athens,VARRO'S SERVANT,58,1,1,Tragedy,1604
1536,Timon of Athens,VENTIDIUS,59,1,1,Tragedy,1604
1537,Pericles,ANTIOCHUS,476,1,1,History,1608
1537,Pericles,BAWD,750,2,1,History,1608
1537,Pericles,BOULT,737,2,1,History,1608
1537,Pericles,CERIMON,733,3,2,History,1608
1537,Pericles,CLEON,830,2,3,History,1608
1537,Pericles,DAUGHTER,16,1,1,History,1608
1537,Pericles,DIANA,72,1,1,History,1608
1537,Pericles,DIONYZA,667,3,3,History,1608
1537,Pericles,ESCANES,6,1,1,History,1608
1537,Pericles,FIRST FISHERMAN,318,1,1,History,1608
1537,Pericles,FIRST GENTLEMAN,135,3,3,History,1608
1537,Pericles,FIRST KNIGHT,29,2,1,History,1608
1537,Pericles,FIRST LORD,197,3,3,History,1608
1537,Pericles,FIRST PIRATE,8,2,1,History,1608
1537,Pericles,FIRST SAILOR,71,1,1,History,1608
1537,Pericles,FIRST SERVANT,32,1,1,History,1608
1537,Pericles,GOWER,1953,5,4,History,1608
1537,Pericles,HELCANUS,17,1,1,History,1608
1537,Pericles,HELICANUS,849,4,3,History,1608
1537,Pericles,KNIGHTS,19,1,1,History,1608
1537,Pericles,LEONINE,142,1,1,History,1608
1537,Pericles,LORD,48,1,1,History,1608
1537,Pericles,LYCHORIDA,74,1,1,History,1608
1537,Pericles,LYSIMACHUS,714,2,2,History,1608
1537,Pericles,MARINA,1307,5,2,History,1608
1537,Pericles,MARSHALL,5,1,1,History,1608
1537,Pericles,MESSENGER,6,1,1,History,1608
1537,Pericles,PANDAR,217,2,1,History,1608
1537,Pericles,PERICLES,4600,5,4,History,1608
1537,Pericles,PHILEMON,4,1,1,History,1608
1537,Pericles,SECOND FISHERMAN,222,1,1,History,1608
1537,Pericles,SECOND GENTLEMAN,113,2,2,History,1608
1537,Pericles,SECOND KNIGHT,9,1,1,History,1608
1537,Pericles,SECOND LORD,80,2,2,History,1608
1537,Pericles,SECOND PIRATE,4,1,1,History,1608
1537,Pericles,SECOND SAILOR,39,1,1,History,1608
1537,Pericles,SERVANT,16,1,1,History,1608
1537,Pericles,SIMONIDES,1170,3,1,History,1608
1537,Pericles,THAISA,618,4,3,History,1608
1537,Pericles,THALIARD,208,2,1,History,1608
1537,Pericles,THIRD FISHERMAN,151,1,1,History,1608
1537,Pericles,THIRD KNIGHT,8,1,1,History,1608
1537,Pericles,THIRD LORD,26,2,1,History,1608
1537,Pericles,THIRD PIRATE,11,1,1,History,1608
1537,Pericles,TYRIAN SAILOR,54,1,1,History,1608
1538,Cymbeline,ARVIRAGUS,944,5,3,Tragedy,1610
1538,Cymbeline,ATTENDANT,23,1,1,Tragedy,1610
1538,Cymbeline,BELARIUS,2516,5,3,Tragedy,1610
1538,Cymbeline,BROTHERS,30,1,1,Tragedy,1610
1538,Cymbeline,CAPTAIN,67,1,1,Tragedy,1610
1538,Cymbeline,CLOTEN,2003,4,4,Tragedy,1610
1538,Cymbeline,CORNELIUS,525,2,2,Tragedy,1610
1538,Cymbeline,CYMBELINE,2000,4,5,Tragedy,1610
1538,Cymbeline,FIRST BROTHER,61,1,1,Tragedy,1610
1538,Cymbeline,FIRST CAPTAIN,30,1,1,Tragedy,1610
1538,Cymbeline,FIRST GENTLEMAN,506,1,1,Tragedy,1610
1538,Cymbeline,FIRST LORD,190,2,2,Tragedy,1610
1538,Cymbeline,FIRST SENATOR,102,1,1,Tragedy,1610
1538,Cymbeline,FRENCHMAN,180,1,1,Tragedy,1610
1538,Cymbeline,GAOLER,394,1,1,Tragedy,1610
1538,Cymbeline,GUIDERIUS,1092,5,3,Tragedy,1610
1538,Cymbeline,IACHIMO,3208,4,3,Tragedy,1610
1538,Cymbeline,IMOGEN,4190,6,5,Tragedy,1610
1538,Cymbeline,JUPITER,157,1,1,Tragedy,1610
1538,Cymbeline,LADIES,6,1,1,Tragedy,1610
1538,Cymbeline,LADY,62,4,2,Tragedy,1610
1538,Cymbeline,LEONATUS,46,1,1,Tragedy,1610
1538,Cymbeline,LEONATUS POSTHUMUS,185,1,1,Tragedy,1610
1538,Cymbeline,LORD,137,1,2,Tragedy,1610
1538,Cymbeline,LUCIUS,719,3,3,Tragedy,1610
1538,Cymbeline,MESSENGER,22,2,2,Tragedy,1610
1538,Cymbeline,MOTHER,60,1,1,Tragedy,1610
1538,Cymbeline,PHILARIO,291,2,2,Tragedy,1610
1538,Cymbeline,PISANIO,1508,6,5,Tragedy,1610
1538,Cymbeline,POSTHUMUS,3452,5,3,Tragedy,1610
1538,Cymbeline,QUEEN,1212,5,3,Tragedy,1610
1538,Cymbeline,SECOND BROTHER,32,1,1,Tragedy,1610
1538,Cymbeline,SECOND CAPTAIN,65,1,1,Tragedy,1610
1538,Cymbeline,SECOND GAOLER,4,1,1,Tragedy,1610
1538,Cymbeline,SECOND GENTLEMAN,71,1,1,Tragedy,1610
1538,Cymbeline,SECOND LORD,328,2,2,Tragedy,1610
1538,Cymbeline,SECOND SENATOR,1,1,1,Tragedy,1610
1538,Cymbeline,SICILIUS,230,1,1,Tragedy,1610
1538,Cymbeline,SONG,45,1,1,Tragedy,1610
1538,Cymbeline,SOOTHSAYER,316,2,2,Tragedy,1610
1538,Cymbeline,TRIBUNE,15,1,1,Tragedy,1610
1539,Winter's Tale,ANTIGONUS,789,2,2,Comedy,1611
1539,Winter's Tale,ARCHIDAMUS,176,1,1,Comedy,1611
1539,Winter's Tale,AUTOLYCUS,2388,3,2,Comedy,1611
1539,Winter's Tale,CAMILLO,2088,4,3,Comedy,1611
1539,Winter's Tale,CLEOMENES,143,2,2,Comedy,1611
1539,Winter's Tale,CLOWN,1609,3,3,Comedy,1611
1539,Winter's Tale,DION,189,2,2,Comedy,1611
1539,Winter's Tale,DORCAS,67,1,1,Comedy,1611
1539,Winter's Tale,EMILIA,143,1,1,Comedy,1611
1539,Winter's Tale,FIRST ATTENDANT,13,1,1,Comedy,1611
1539,Winter's Tale,FIRST GENTLEMAN,221,1,1,Comedy,1611
1539,Winter's Tale,FIRST LADY,49,1,1,Comedy,1611
1539,Winter's Tale,FIRST LORD,240,3,2,Comedy,1611
1539,Winter's Tale,FLORIZEL,1400,2,2,Comedy,1611
1539,Winter's Tale,GAOLER,72,1,1,Comedy,1611
1539,Winter's Tale,HERMIONE,1582,3,4,Comedy,1611
1539,Winter's Tale,LEONTES,4911,3,4,Comedy,1611
1539,Winter's Tale,LORD,172,1,1,Comedy,1611
1539,Winter's Tale,LORDS,19,2,2,Comedy,1611
1539,Winter's Tale,MAMILLIUS,151,2,2,Comedy,1611
1539,Winter's Tale,MARINER,80,1,1,Comedy,1611
1539,Winter's Tale,MOPSA,141,1,1,Comedy,1611
1539,Winter's Tale,OFFICER,204,1,1,Comedy,1611
1539,Winter's Tale,PAULINA,2398,3,3,Comedy,1611
1539,Winter's Tale,PERDITA,910,3,2,Comedy,1611
1539,Winter's Tale,POLIXENES,1980,3,3,Comedy,1611
1539,Winter's Tale,SECOND GENTLEMAN,126,1,1,Comedy,1611
1539,Winter's Tale,SECOND LADY,21,1,1,Comedy,1611
1539,Winter's Tale,SERVANT,514,4,4,Comedy,1611
1539,Winter's Tale,SHEPHERD,1084,3,3,Comedy,1611
1539,Winter's Tale,SONG,47,1,1,Comedy,1611
1539,Winter's Tale,THIRD GENTLEMAN,597,1,1,Comedy,1611
1539,Winter's Tale,TIME,267,1,1,Comedy,1611
1540,Tempest,ADRIAN,64,2,2,Comedy,1611
1540,Tempest,ALONSO,776,2,4,Comedy,1611
1540,Tempest,ANTONIO,1001,2,4,Comedy,1611
1540,Tempest,ARIEL,1244,3,5,Comedy,1611
1540,Tempest,ARIEL'S SONG,59,1,1,Comedy,1611
1540,Tempest,BOATSWAIN,354,1,2,Comedy,1611
1540,Tempest,CALIBAN,1366,2,5,Comedy,1611
1540,Tempest,CERES,157,1,1,Comedy,1611
1540,Tempest,FERDINAND,985,2,4,Comedy,1611
1540,Tempest,FRANCISCO,80,2,2,Comedy,1611
1540,Tempest,GONZALO,1184,2,4,Comedy,1611
1540,Tempest,IRIS,330,1,1,Comedy,1611
1540,Tempest,JUNO,42,1,1,Comedy,1611
1540,Tempest,MARINERS,8,1,1,Comedy,1611
1540,Tempest,MASTER,17,1,1,Comedy,1611
1540,Tempest,MIRANDA,918,2,4,Comedy,1611
1540,Tempest,PROSPERO,4938,4,4,Comedy,1611
1540,Tempest,SEBASTIAN,746,2,4,Comedy,1611
1540,Tempest,STEPHANO,1348,2,4,Comedy,1611
1540,Tempest,TRINCULO,825,2,4,Comedy,1611
1541,Henry VIII,ABERGAVENNY,114,1,1,History,1613
1541,Henry VIII,ANNE,375,2,2,History,1613
1541,Henry VIII,BRANDON,85,1,1,History,1613
1541,Henry VIII,BUCKINGHAM,1482,1,2,History,1613
1541,Henry VIII,BUTTS,60,1,1,History,1613
1541,Henry VIII,CAMPEIUS,378,3,2,History,1613
1541,Henry VIII,CAPUTIUS,65,1,1,History,1613
1541,Henry VIII,CHAMBERLAIN,1118,3,4,History,1613
1541,Henry VIII,CHANCELLOR,210,1,1,History,1613
1541,Henry VIII,CRANMER,1045,3,1,History,1613
1541,Henry VIII,CRIER,24,1,1,History,1613
1541,Henry VIII,CROMWELL,305,1,2,History,1613
1541,Henry VIII,DENNY,21,1,1,History,1613
1541,Henry VIII,EPILOGUE,123,1,1,History,1613
1541,Henry VIII,FIRST GENTLEMAN,689,1,2,History,1613
1541,Henry VIII,GARDINER,666,2,2,History,1613
1541,Henry VIII,GARTER,26,1,1,History,1613
1541,Henry VIII,GENTLEMAN,18,1,1,History,1613
1541,Henry VIII,GENTLEMAN USHER,5,1,1,History,1613
1541,Henry VIII,GRIFFITH,558,1,1,History,1613
1541,Henry VIII,GUILDFORD,69,1,1,History,1613
1541,Henry VIII,KEEPER,45,1,1,History,1613
1541,Henry VIII,KING,3479,3,4,History,1613
1541,Henry VIII,LINCOLN,51,1,1,History,1613
1541,Henry VIII,LOVELL,477,3,3,History,1613
1541,Henry VIII,MESSENGER,28,1,1,History,1613
1541,Henry VIII,NORFOLK,1487,2,4,History,1613
1541,Henry VIII,OLD LADY,493,2,2,History,1613
1541,Henry VIII,ONE,15,1,1,History,1613
1541,Henry VIII,PAGE,3,1,1,History,1613
1541,Henry VIII,PATIENCE,35,1,1,History,1613
1541,Henry VIII,PORTER,275,1,1,History,1613
1541,Henry VIII,PORTER'S MAN,356,1,1,History,1613
1541,Henry VIII,QUEEN KATHERINE,2889,3,4,History,1613
1541,Henry VIII,SANDYS,346,2,1,History,1613
1541,Henry VIII,SCRIBE,18,1,1,History,1613
1541,Henry VIII,SECOND GENTLEMAN,793,1,2,History,1613
1541,Henry VIII,SECRETARY,8,1,1,History,1613
1541,Henry VIII,SERGEANT,28,1,1,History,1613
1541,Henry VIII,SERVANT,24,1,1,History,1613
1541,Henry VIII,SUFFOLK,628,2,3,History,1613
1541,Henry VIII,SURREY,525,1,2,History,1613
1541,Henry VIII,SURVEYOR,450,1,1,History,1613
1541,Henry VIII,THIRD GENTLEMAN,439,1,1,History,1613
1541,Henry VIII,VAUX,24,1,1,History,1613
1541,Henry VIII,WOLSEY,3242,3,3,History,1613
1541,Henry VIII,WOMAN,71,1,1,History,1613
